entity_id,canonical_name,category_slug,rank,media_status,review_status,rights_status,is_publishable,priority,reason
"pl:player:19911","Arijanet Murić","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4736","Aron Gunnarsson","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2448","Arquímedes Figuera","copa-sudamericana-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:1601e4465f02a1aa432c598c","Arturo Vidal","copa-america-yellow_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:b7824dfc96cd45822da98a00","Aubameyang","uefa-cup-europa-league-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:1005","Benjamin Kololli","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:23396","Bruno Fernandes","premier-league-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:23396","Bruno Fernandes","uefa-cup-europa-league-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:23396","Bruno Fernandes","premier-league-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:11604","Carlos Farías","copa-sudamericana-yellow_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:21647","Clément Lenglet","club-world-cup-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:30396","Cristiano Biraghi","uefa-conference-league-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","euro-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","club-world-cup-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","club-career-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","uefa-champions-league-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","national-team-official-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","player-career-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2522","Cristiano Ronaldo","euro-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:63956","Damián Díaz","copa-libertadores-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:381","Danilo Pereira","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:56100","Davide Simoncini","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:55921","Dayle Coleing","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:123585","Dean Huijsen","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:117999","Denis Ramón Caniza Acuña","copa-america-red_cards","1","fallback","rejected","rejected","false","false","Los candidatos existentes están rechazados; se conserva fallback."
"api-football:player:1305","Dominik Livaković","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:40436","Dušan Kuciak","uefa-cup-europa-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:70340","Edvinas Girdvainis","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:f04294468122ae8ecc851e24","Eljif Elmas","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:1e1dedbd151a1522a6fbe65c","Eran Zahavi","uefa-conference-league-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:12937","Eric Bailly","uefa-cup-europa-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:65970","Erling Haaland","premier-league-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:67631","Fábio Vieira","bundesliga-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:31010","Federico Dimarco","serie-a-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:48211","Fidan Aliti","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-libertadores:player:956146535f659484f3fff981","Gabriel Barbosa","copa-libertadores-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:147881","Gabriel Mentz","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4199","Gabriel Tamaș","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4733","Gary Medel","copa-america-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4733","Gary Medel","world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:7529","Gernot Trauner","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:362755","Gianluca Prestianni","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"rsssf:goalkeeper:player:f4960f23c064aa35277cf0fd","Gianluigi Buffon","serie-a-clean_sheets","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"rsssf:goalkeeper:player:f4960f23c064aa35277cf0fd","Gianluigi Buffon","goalkeeper-historical-index","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"rsssf:goalkeeper:player:f4960f23c064aa35277cf0fd","Gianluigi Buffon","goalkeeper-career-clean-sheets","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"transfermarkt:copa-libertadores:player:7774c5acb8c9bf8ca333397f","Giorgian de Arrascaeta","copa-libertadores-assists","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:40153","Gonzalo Montiel","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-libertadores:player:9adbdbaffbcc2e2bf19a4751","Gustavo Gómez","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:0484e7fe0d00a68288865d80","Haaland","nations-league-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:3960","Harry Kane","bundesliga-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:70337","Hatem Elhamed","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-sudamericana:player:884b79226a62f8b427d6fb8a","Hernán Barcos","copa-sudamericana-goals","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:32893","Hiroki Ito","club-world-cup-yellow_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:15514","Hovhannes Hambardzumyan","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:36969","Ibrahim Drešević","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4612","Jack Stephens","premier-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:11300","James Rodríguez","copa-america-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:20335","Jason Demetriou","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:105541","Jean Borg","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:18924","Jeffrey Hendrick","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:26151","Joachim Andersen","premier-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:712dea9854b61abafe918029","João Neves","club-world-cup-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:72371","João Pedro","premier-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:25008","Jonathan Clauss","ligue-1-assists","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:6082","Jorge Figal","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:119041","Jorrel Hato","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:55926","Joseph Chipolina","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-libertadores:player:053df0cf9303b644b490aef9","Júnior Sornoza","copa-sudamericana-assists","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:56129","Kamo Hovhannisyan","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2861","Karl Svensson","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:289592","Kevin Castaño","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4288","Kevin De Bruyne","nations-league-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4288","Kevin De Bruyne","club-career-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:278","Kylian Mbappé","la-liga-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:278","Kylian Mbappé","uefa-champions-league-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"transfermarkt:world-cup:player:a071134f4896322ba99edf15","Kylian Mbappé","world-cup-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:9cae243f2be79d4b64b625d4","Lamine Yamal","la-liga-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:091db2cd48b9e8e4274fa678","Lautaro Martínez","serie-a-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:10766","Lewis Cook","premier-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"france-football:player:21740","Lionel Messi","ballon-dor-wins","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"france-football:player:21740","Lionel Messi","world-cup-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"france-football:player:21740","Lionel Messi","player-career-titles","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"transfermarkt:uefa-cup-europa-league:player:02aa7cc31672a9851bd91922","Lorenzo Pellegrini","nations-league-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:d5f190c1db03e7f6fbb25537","Lucas Hernández","club-world-cup-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:6000","Lucas Martínez","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:10100","Lucas Romero","copa-sudamericana-yellow_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"rsssf:goalkeeper:player:695368e714433174e8efc28f","Manuel Neuer","bundesliga-clean_sheets","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:56056","Márcio Vieira","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:30864","Marko Janković","nations-league-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:55871","Marko Simić","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:25266","Mason Greenwood","ligue-1-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:11363","Matheus Pereira","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:25205","Mërgim Mavraj","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:32989","Michael Olise","bundesliga-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:28325","Miha Blažič","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:112203","Moisés Caicedo","premier-league-yellow_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:105666","Muharrem Jashari","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2803","Nico Elvedi","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:110526","Nicolas Jackson","club-world-cup-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:53716","Olivier Thill","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:6820","Ondrej Duda","nations-league-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:36885","Pantelis Hatzidiakos","nations-league-red_cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:2651","Petr Cech","premier-league-clean_sheets","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:2814","Predrag Rajković","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:105969","Qismət Alıyev","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:341640","Raúl Asencio","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:14571","Reece James","nations-league-red_cards","1","fallback","rejected","rejected","false","false","Los candidatos existentes están rechazados; se conserva fallback."
"api-football:player:28908","René Joensen","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:70472","Richard Ortiz","copa-libertadores-yellow_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:99281","Rico Lewis","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:ligue-1:player:3f364df096907f36241fca72","Rigobert Song Bahanag","world-cup-red_cards","1","fallback","rejected","rejected","false","false","Los candidatos existentes están rechazados; se conserva fallback."
"api-football:player:47301","Robin Le Normand","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-libertadores:player:40a07109086371b07b0f2a3e","Rony","copa-libertadores-assists","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:63962","Sebastián Pérez","primeira-liga-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:04cf3fda53c4035a29db57f9","Sergio Ramos","uefa-champions-league-yellow-cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:04cf3fda53c4035a29db57f9","Sergio Ramos","uefa-champions-league-red-cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:04cf3fda53c4035a29db57f9","Sergio Ramos","club-career-red-cards","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4321","Stefan Savić","uefa-champions-league-red-cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:47527","Stole Dimitrievski","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:45826","Strahinja Pavlović","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:85062","Thiago Motta","club-career-red-cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"dfb:bundesliga:player:c50065a141a513c2431d1c08","Thomas Müller","club-career-titles","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:14648","Todor Todoroski","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2452","Tomás Rincón","copa-america-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:67454","Trincão","primeira-liga-assists","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:1875","Vahid Selimović","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:34651","Valentinos Sielis","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:01e169b68cc83872b16ffbb9","Vangelis Pavlidis","primeira-liga-goals","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:56063","Veaceslav Posmac","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:106984","Victor Stînă","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:105474","Visar Musliu","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:primeira-liga:player:d5f1de6b561aa4c1a45b8ef5","Vítor Manuel Martins Baía","primeira-liga-clean_sheets","1","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:40813","Vladislavs Gutkovskis","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:53539","Wilker Ángel","world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:16367","Willian Pacho","club-world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:37153","Wouter Burger","uefa-conference-league-yellow_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:8700","Žarko Tomašević","nations-league-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:193313","Zinédine Zidane","world-cup-red_cards","1","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:22261","Adrien Thomasson","ligue-1-assists","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-sudamericana:player:8956c93d4d3f87fcbc264591","Alejandro Cabeza","copa-sudamericana-red_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:5906","Alejandro Donatti","copa-sudamericana-red_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:serie-a:player:96f5a6a2c7956b316a136f66","Alessio Romagnoli","serie-a-red_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:182219","Álex Baena","la-liga-assists","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:15623","Alexander Bah","club-world-cup-assists","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:5794","Ángel Di María","copa-america-assists","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:24963","Atakan Karazor","bundesliga-red_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2204","Benjamin André","ligue-1-yellow_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:23396","Bruno Fernandes","club-career-assists","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:40401","Cafú","world-cup-yellow_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:5312","Cristian Tarragona","copa-sudamericana-red_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:2522","Cristiano Ronaldo","nations-league-goals","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:6217","Damián Moreno","copa-sudamericana-assists","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:3011","Damian Szymański","uefa-conference-league-yellow_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:47281","Dani García","club-career-yellow-cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:69229","Daniel Cleary","uefa-conference-league-yellow_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:505","David Alaba","club-career-titles","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:252","David James","premier-league-clean_sheets","2","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:802","David Limberský","uefa-cup-europa-league-yellow_cards","2","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
